Registre,Nom,Tipologia,Inscripció ,Capacitat,Adreça,Municipi,Districte,CP,Comarca,Telèfon,Titular,Qualificació,NIF
S02687,Servei de suport de la Parròquia de la Mare de Déu de Montserrat i Sant Antoni de Pàdua,Servei de suport social als serveis socials especialitzats,1995-02-07,0,"C.  Mossèn Jacint Verdaguer, 7",Granollers,,08400,Vallès Oriental,938497630,Parròquia de la Mare de Déu de Montserrat i Sant Antoni de Pàdua,Entitat privada d'iniciativa social,R2800157F
S05094,Centre de dia per a gent gran Llorens Pressegué,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2002-03-11,11,"C.  Dr. Vilardell, 20","Estany, l'",,08148,Moianès,938303076,"Llorens Pressegué, S.L.",Entitat privada d'iniciativa mercantil,B61034989
S06479,Programa de suport a l'autonomia a la pròpia llar de la Fundació els Tres Turons,Servei de suport a l'autonomia a la pròpia llar per a persones amb problemàtica social derivada de malaltia mental,2006-03-31,0,"C.  Fastenrath, 208-212",Barcelona,7,08032,Barcelonès,934293210,Fundació Privada els Tres Turons,Entitat privada d'iniciativa social,G63027411
S08930,El Cabàs solidari,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2014-11-27,0,"Av. Santiga, s/n, loc 2ª",Santa Perpètua de Mogoda,,08130,Vallès Occidental,607925609,null,null,null
S10731,Centre de dia Barcelona,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2021-08-18,20,"C.  Sant Pere, 2",Sant Adrià de Besòs,,08930,Barcelonès,,"Residència Barcelona, S.L.",Entitat privada d'iniciativa mercantil,B60379153
S03905,Residència assistida de Cerdanyola,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1998-03-16,90,"Av. de Lesseps, 4",Cerdanyola del Vallès,,08290,Vallès Occidental,935940145,Generalitat de Catalunya,Entitat d'iniciativa pública,S0811001G
S09225,"Altea, empresa d'atenció domiciliària",Servei d'ajuda a domicili,2016-02-18,0,"Av. Barcelona, 83-85, 2n despatx 7",Sant Joan Despí,,08970,Baix Llobregat,651557016,"Altea Serveis d'Atenció Domiciliària, SL",Entitat privada d'iniciativa mercantil,B67562819
S08671,Servei d'juda a domicili/Associació de Familiars i Malalties neurogeneratives de Cervera-La Segarra,Servei d'ajuda a domicili,2013-10-29,0,"Av. Catalunya, 91, bxs",Cervera,,25200,Segarra,973534025,Associació de Familiars i Malalts d'Alzheimer i altres Malalties Neurodegeneratives-Cervera-Segarra,Entitat privada d'iniciativa social,G25599143
S06633,Centre de dia Sant Boi,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2006-10-31,15,"Ctr.Santa Creu de Calafell, 42, loc 3ª",Sant Boi de Llobregat,,08830,Baix Llobregat,936617116,Marina Lozano Illescas,Entitat privada d'iniciativa mercantil,47600959K
S08935,Servei de menjador social Residència Les Franqueses,Servei de menjador social,2014-12-09,15,"C.  Sant Josep, 29","Franqueses del Vallès, les",,08520,Vallès Oriental,938405990,"Mutuam, Mútua de Previsió Social",Entitat privada d'iniciativa social,V08210676
S01729,Llar - Residència Can Tusell I,Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,1992-09-28,12,"C.  Roig i Ventura, 390, bxs",Terrassa,,08225,Vallès Occidental,937891183,Prodiscapacitats Fundació Privada Terrassenca,Entitat privada d'iniciativa social,G60941861
S00211,Residència Itaca-Fortuny,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1988-12-19,81,"C.  Condesito, 5",Reus,,43205,Baix Camp,977755229,"Itaca Fortuny, SL",Entitat privada d'iniciativa mercantil,B43875657
S05337,Llar amb servei de suport Mollet II,Servei de llar amb suport temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2002-10-23,4,"C.  Francesc Layret, 22, 2on 4ª",Mollet del Vallès,,08100,Vallès Oriental,,Fundació Malalts Mentals de Catalunya,Entitat privada d'iniciativa social,G60168853
S04578,Residència Ciutat de Sabadell Serveis Sòcio-sanitaris,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2000-05-22,88,"C.  Bilbao, 13",Sabadell,,08202,Vallès Occidental,937156990,"Vima Residencial, SL",Entitat privada d'iniciativa mercantil,B61185930
S08723,Botiga Solidària de Cornellà de Llobregat,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2014-02-07,0,"Ctr.Esplugues, 169, Pol.Ind. Can Bagaria",Cornellà de Llobregat,,08940,Baix Llobregat,934712345,null,null,null
S08760,Àrea Bàsica Serveis Socials del Gironès. Sector 19 Sant Jordi Desvalls,Servei bàsic d'atenció social,2014-03-26,0,"Pça.Dr. Massaguer, 1",Sant Jordi Desvalls,,17464,Gironès,972798005,Consell Comarcal del Gironès,Entitat d'iniciativa pública,P6700003D
S00967,Servei de teràpia ocupacional Mas Casadevall,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),1990-12-27,13,C.  Mas Casadevall,Serinyà,,17852,Pla de l'Estany,972573313,"Fundació Autisme Mas Casadevall, Fundació Privada",Entitat privada d'iniciativa social,G58434994
S05960,Adesma Centre de dia Sant Antoni de Pàdua,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2004-06-29,30,"C.  Maria Sauret, 3",Lleida,,25007,Segrià,973234747,Adesma Fundació Privada,Entitat privada d'iniciativa social,G25375023
S09910,Centre de Dia Jardins de Castellarnau,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2019-02-27,20,"Av. La Pau, 5",Sabadell,,08206,Vallès Occidental,,"Jardins de Castellarnau, SL",Entitat privada d'iniciativa mercantil,B67110288
S04622,Càritas parroquial de Vallirana (fons d'aliments),Servei de suport als serveis socials bàsics ( Distribució d'aliments),2000-07-11,0,"C.  Església, 26",Vallirana,,08759,Baix Llobregat,936831194,Parròquia de Sant Mateo de Vallirana,Entitat privada d'iniciativa social,R0800154G
S06973,El Jardi centre de dia,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2007-11-14,43,"C.  Sant Isidre, 3",Sant Adrià de Besòs,,08930,Barcelonès,934639749,"El Jardi Centre de Dia, SRL",Entitat privada d'iniciativa mercantil,B64269137
S09488,Centre Ocupacional Alba Jussà (STO),Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),2017-10-18,13,"C.  Pau Casals, 1",Tremp,,25620,Pallars Jussà,973312221,"Alba Jussà, SCCL",Entitat privada d'iniciativa social,F25843228
S03978,Residència Santa Creu (servei de residència assistida),Servei de residència assistida per a gent gran de caràcter temporal o permanent,1998-05-21,48,"C.  Elisa, 22",Barcelona,5,08023,Barcelonès,932128197,Residència Sta. Cruz de C. Elisa 22 Barcelona-Congregació de Germanes Hospitalàries de la Sta. Creu,Entitat privada d'iniciativa social,R0800797C
S09818,Centre de dia de Vallromanes,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2018-12-21,17,"C.  Joan Carsi, s/n",Vallromanes,,08188,Vallès Oriental,,Ajuntament de Vallromanes,Entitat d'iniciativa pública,P0829700D
S03670,Servei per temps lliure per a persones amb disminució Ratio,Servei de temps lliure per a persones amb discapacitat intel·lectual,1997-07-11,0,"C.  Ripollès, 54, bxs 1ª",Barcelona,10,08026,Barcelonès,934556415,"Ratio, Associació juvenil de lleure pro persones amb disminució psíquica",Entitat privada d'iniciativa social,G61240958
S06334,Residència Sophos Sant Joan Despí,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2005-10-13,117,"C.  Maria Tarrida, 1",Sant Joan Despí,,08970,Baix Llobregat,934774170,"Sophos Gestió, SL",Entitat privada d'iniciativa mercantil,B60148996
S08673,Servicio de Soporte a los Servicios Sociales Basicos (Distribució d'aliments),Servei de suport als serveis socials bàsics ( Distribució d'aliments),2013-10-29,0,"C.  Cervantes, 32",Rubí,,08191,Vallès Occidental,935885005,null,null,null
S09108,Centre d'atenció i assessorament TEA(Av. Vallcarca) - Servei de suport,Servei de suport social als serveis socials especialitzats,2015-08-26,0,"Av. Vallcarca, 166 (Ed. Gregal), pl. baixa, 1 al 6",Barcelona,5,08023,Barcelonès,932594145,Associació Síndrome Asperger de Catalunya,Entitat privada d'iniciativa social,G63448799
S04014,Centre de serveis socials de Sant Gervasi,Servei bàsic d'atenció social,1998-06-17,0,"C.  Arimón, 7",Barcelona,5,08022,Barcelonès,936197311,Ajuntament de Barcelona,Entitat d'iniciativa pública,P0801900B
S01597,Residència Templis Atlantis,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1992-04-27,63,"Av. Catalunya, 18-20",Cubelles,,08880,Garraf,938952770,"Residència Templis Atlantis, SLU",Entitat privada d'iniciativa mercantil,B66467697
S06021,Centre de dia Mas Carpa,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2004-09-14,16,"C.  Estanislao Mateu i Valls, 7",Reus,,43206,Baix Camp,977774463,"S.A.D. Assistencial Comarques Meridionals, SL",Entitat privada d'iniciativa mercantil,B43672138
S03912,UBASP Sant Josep,Servei bàsic d'atenció social,1998-03-18,0,"C.  Benicarló, 30",Sant Vicenç dels Horts,,08620,Baix Llobregat,936769901,Ajuntament de Sant Vicenç dels Horts,Entitat d'iniciativa pública,P0826300F
S05137,Servei de teràpia ocupacional El Rusc,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),2002-04-18,35,"C.  Veïnat de Sant Ponç, 12",Tordera,,08490,Maresme,937640150,Fundació Privada Doctor Joan Pujol El Rusc,Entitat privada d'iniciativa social,G66137001
S05401,Residencia Santa María,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2002-12-04,37,"C.  Vallès, 51-53",Montcada i Reixac,,08110,Vallès Occidental,935647232,"Calaf Rajo y Asociados, SL",Entitat privada d'iniciativa mercantil,B66030958
S00310,EBAS Marina,Servei bàsic d'atenció social,1989-10-02,0,"Pça.Jardins de la Pau, s/n","Prat de Llobregat, el",,08820,Baix Llobregat,934784271,Ajuntament del Prat de Llobregat,Entitat d'iniciativa pública,P0816800G
S03151,Centre de Serveis Socials Dreta Eixample Fort Pius,Servei bàsic d'atenció social,1996-04-22,0,"C.  Gran Via de les Corts Catalanes, 732",Barcelona,4,08013,Barcelonès,932315835,Ajuntament de Barcelona,Entitat d'iniciativa pública,P0801900B
S08532,SAD Sant Roc,Servei d'ajuda a domicili,2013-04-29,0,"Pça.Dr. Armengou, 1",Gironella,,08680,Berguedà,938250006,Fundació Residència Sant Roc,Entitat privada d'iniciativa social,G58773714
S08044,Llar residència de salut mental Montcel,Servei de llar residència temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2011-05-12,74,"C.  Afores, s/n",Sant Boi de Lluçanès,,08589,Osona,938578057,Associació Montcel-Residència Josep Baró,Entitat privada d'iniciativa social,G67047480
S04728,Club Social per persones amb transtorn mental de Sarrià-Sant Gervasi,Servei de club social (mòdul A / mòdul B),2000-11-27,40,"C.  Graus, 10-12, bxs",Barcelona,5,08017,Barcelonès,932006992,Fundació Privada CHM Salut Mental,Entitat privada d'iniciativa social,G62882766
S04657,El Pinar Geriàtrics Terrassa,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2000-09-15,23,"Psg.Matadepera, 51",Terrassa,,08225,Vallès Occidental,937871747,"El Pinar Geriàtrics Terrassa, SL",Entitat privada d'iniciativa mercantil,B61804092
S06592,Llar-Residència Sant Joan de Déu Serveis Sociosanitaris Esplugues,Servei de llar residència temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2006-09-22,30,"C.  Via Augusta, 66-70",Esplugues de Llobregat,,08950,Baix Llobregat,,Parc Sanitari Sant Joan de Déu,Entitat privada d'iniciativa social,R5800646A
S07688,Servei de repartiment d'aliments d'HOTEM,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2010-03-11,0,"Psg.Santa Coloma, 106",Barcelona,9,08030,Barcelonès,661443947,Holy Trinity Evangelistic Ministries,Entitat privada d'iniciativa social,R0801447D
S08086,SOI Apindep Ronçana,Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI),2011-07-05,12,C.  Camí de Caldes,Santa Eulàlia de Ronçana,,08187,Vallès Oriental,938448772,"Apindep Ronçana, SCCL",Entitat privada d'iniciativa social,F64255581
S02163,U.B.A.S.P. Ajuntament d'Alella,Servei bàsic d'atenció social,1993-07-12,0,"Pça.de l'Ajuntament, s/n",Alella,,08328,Maresme,935552854,Ajuntament d'Alella,Entitat d'iniciativa pública,P0800300F
S02910,ASPASIM - La Puça,Servei experimental,1995-09-07,10,"Av. Francesc Cambó, 15, 1er 2ª",Barcelona,1,08003,Barcelonès,933196850,Aspasim - Associació de Pares de Persones amb Disminució Psíquica - Institució Mullerat,Entitat privada d'iniciativa social,G08575441
S10937,"Betania Solidaria,Suport a persones en situació de vulnerabilitat",Servei de suport als serveis socials bàsics ( Distribució d'aliments),2022-11-25,0,"C.  Sant Joan, 3",Manresa,,08243,Bages,619623512,Associació d'Ajuda Cívica i Assistencial Betania Solidària,Entitat privada d'iniciativa social,G04972394
S01366,A.P.S.B.C. Taller Coloma,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),1991-09-12,60,"C.  Can Coloma, s/n",Avià,,08610,Berguedà,938230375,Fundació Privada Pro Disminuïts Psíquics del Berguedà,Entitat privada d'iniciativa social,G63579452
S01348,Residència Reche,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1991-09-12,55,"C.  Santa Magdalena, 1-2",Corbera de Llobregat,,08757,Baix Llobregat,936501401,Residència Reche SL,Entitat privada d'iniciativa mercantil,B64220759
S08123,Residencial Tarragona,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2011-08-04,212,"Av. Catalunya, 54",Tarragona,,43002,Tarragonès,,"Sanitas Mayores, SL",Entitat privada d'iniciativa mercantil,B58937178
S10743,Rebost de Caritas de la Parroquia de Sant Esteve,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2021-09-13,0,"Ctr.Nova, 24","Garriga, la",,08530,Vallès Oriental,673340179,null,null,null
S02853,Residència Gornal,Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual,1995-06-28,10,"C.  Aprestadora, 127, bxs 1ª","Hospitalet de Llobregat, l'",,08902,Barcelonès,934221951,Fundació Pere Mitjans,Entitat privada d'iniciativa social,G58580143
S04747,Servei Ocupacional d'Inserció Sant Tomàs - Manlleu,Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI),2000-12-20,15,"C.  Alp, 14",Manlleu,,08560,Osona,938506119,Fundació Sant Tomàs,Entitat privada d'iniciativa social,G66918095
S10640,Càritas Parroquial de Santa Margarita de Montbui,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2021-04-22,0,"C.  Primer de Maig, 7",Santa Margarida de Montbui,,08710,Anoia,938052188,null,null,null
S05739,Centro de día Magnolia,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2003-11-17,10,"C.  Ciutat Vila Jardí, 34","Masnou, el",,08320,Maresme,935403681,"Budaudi-Geriátrico, SL",Entitat privada d'iniciativa mercantil,B62606348
S08784,Àrea Bàsica Serveis Socials del Gironès. Sector 01 Aiguaviva,Servei bàsic d'atenció social,2014-04-09,0,"Pça.Constitucional, 1",Aiguaviva,,17181,Gironès,972235007,Consell Comarcal del Gironès,Entitat d'iniciativa pública,P6700003D
S06098,Assistència Domiciliària Projecte Avi,Servei d'ajuda a domicili,2004-12-16,0,"C.  Polígon Pla de la Creu, s/n",Almacelles,,25100,Segrià,973741580,Fundació Privada Venso,Entitat privada d'iniciativa social,G25547977
S08832,Casa d'acollida de transeünts,Servei de residència temporal per a persones adultes en situació d'exclusió social,2014-06-27,22,"Pça.Peixateries Velles, 11, 2on",Tarragona,,43003,Tarragonès,977249733,null,null,null
S00306,Serveis Socials d'Atenció Primària-Ajuntament de Torelló,Servei bàsic d'atenció social,1989-10-02,0,"Pça.Jacint Verdaguer, 1",Torelló,,08570,Osona,938590994,Ajuntament de Torelló,Entitat d'iniciativa pública,P0828500I
S02161,U.B.A.S.P. Ajuntament de Teià,Servei bàsic d'atenció social,1993-07-12,0,"C.  Pere Noguera, 12",Teià,,08329,Maresme,935403020,Ajuntament de Teià,Entitat d'iniciativa pública,P0828100H
S07962,Lo Centro,Servei d'atenció integral a les persones grans en l'àmbit rural,2011-01-17,15,"C.  Suñé, 3 (entrada  c/ Vall d'Estudi)","Fatarella, la",,43781,Terra Alta,,Ajuntament de La Fatarella,Entitat d'iniciativa pública,P4305700I
S02042,E.B.A.S. Districte IV-I,Servei bàsic d'atenció social,1993-04-19,0,"C.  Cel Gomis Mestre, 10",Reus,,43204,Baix Camp,977010026,Ajuntament de Reus,Entitat d'iniciativa pública,P4312500D
S06079,Centre de dia Nra. Sra. del Carme,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2004-11-16,20,"Ctr.de la Llacuna, 9",Santa Coloma de Queralt,,43420,Conca de Barberà,973880006,Consorci Sociosanitari de Santa Coloma de Queralt,Entitat d'iniciativa pública,P4300055C
